"","name.x","name_match","id_match","X1860.1864","X1864.1866","X1866.1868","X1868.1871","X1871.1875","X1875.1879","X1879.1883","X1883.1884","X1884.1886","X1886.1887","X1887.1888","X1888.1891","X1891.1894","X1894.1897","X1897.1901","X1901.1905","X1905.1909","X1909.1913","X1913.1917","X1917.1918","X1918.1922","name.y","achternaam","voorletters","voorna(a)m(en)","roepnaam","prepositie","geslacht","partij(en)/fractie(s)","begin periode","einde periode","year","month","day","re","dugobo","fogobo","duprbo","foprbo","dush","fosh","cash","misc","debt","ta11","tl11","nw11","ta0","tl0","nw0","function","yod","placeofd","yob","aod","polparty","poldir","activityst","activityend","beginyr","endyr","tenure","w_deflated","w_deflated2","harnas2","harnas5"
"48","Herman Agatho des Amorie van der Hoeven","Herman Agatho Amorie van der Hoeven","00022",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Herman Agatho Amorie van der Hoeven","Amorie van der Hoeven","H.A.","Herman Agatho",NA,"des","m","Rooms-Katholieken;Schaepmaniaan","1875-09-20","1885-06-17","1885","06","17",0,3265.75,0,1344.94,10164.44,16737.5,61586.67,21379.56,3218,-39403.02,117696.86,-39403.02,38457.04,58848.43,-20391.39,38457.04,"2e kamerlid",1897,"zh",1829,68,"Rooms-Katholieken;Schaepmaniaan","conservatief","20-09-1875","17-06-1885",1875,1885,10,44575.416154433,44575.416154433,0,0
"49","Pierre Louis Fran�ois Bluss�","Pierre Louis Fran�ois Bluss�","00137",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Pierre Louis François Blussé","Blussé","P.L.F.","Pierre Louis François",NA,NA,"m","Liberale Unie","1888-02-16","1888-03-26","1888","03","26",528955,67368,93090,572033.65,66284.25,145983.5,43256,6140,24092,-9894.27,1526607.57,-9894.27,1516713.29,1536508.07,-9894.27,1526613.8,"2e kamerlid, gedeputeerde",1908,"zh",1818,90,"Liberale Unie","liberal","1876","1901",1876,1901,25,1565265.86320708,1555114.68395576,0,0
"50","Hugo van Gijn","Simon Marius Hugo Gijn","00500",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,"Simon Marius Hugo Gijn","Gijn","S.M.H.","Simon Marius Hugo","Hugo","van","m","liberaal;Liberale Unie","1889-04-10","1909-09-20","1909","09","20",431264.27,423316,28817,280655,46398,758379.5,65353,1423,39944.36,-526958.89,2071820.36,-523208.89,1548611.47,2071820.36,-523208.89,1548611.47,"2e kamerlid",1937,"zh",1848,89,"liberaal;Liberale Unie","liberal","10-04-1889","20-09-1909",1889,1909,20,1258608.57005827,1258608.57005827,0,0
"51","Carel Jan Emilius van Bylandt","Carel Jan Emilius Bylandt","00243",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Carel Jan Emilius Bylandt","Bylandt","C.J.E.","Carel Jan Emilius",NA,"graaf van","m","oud- of vrije liberalen","1894-05-16","1901-09-16","1901","09","16",3065120,12300,113685,47615,92124,160589,21583,12022.32,51686,-310328.28,3817494.53,-271628.28,3507171.25,3840450.16,-310323.28,3530126.87,"2e kamerlid",1902,"zh",1840,62,"oud- of vrije liberalen","liberal","16-05-1894","16-09-1901",1894,1901,7,3840426.83324066,3815453.40246374,1,1
"52","Jan Frederik Willem Conrad","Jan Frederik Willem Conrad","00264",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,"Jan Frederik Willem Conrad","Conrad","J.F.W.","Jan Frederik Willem",NA,NA,"m","oud- of vrije liberalen","1891-09-15","1902-08-11","1902","08","11",0,4286,16729,19913,18276,17,0,1986,7400,-17399,65076.1,-18174.76,50435.56,65076.1,-18174.76,46901.34,"2e kamerlid",1902,"zh",1825,77,"oud- of vrije liberalen","liberal","15-09-1891","11-08-1902",1891,1902,11,51023.9918518688,54868.8716033368,1,1
"53","Willem Theodoor Cornelis van Doorn","Willem Theodoor Cornelis Doorn","00337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,"Willem Theodoor Cornelis Doorn","Doorn","W.Th.C.","Willem Theodoor Cornelis",NA,"van","m","Liberale Unie","1905-09-19","1921-04-04","1921","04","04",113980.2,21588.25,8825.16,95977.15,10260.75,59154.5,7408,1427.54,31923.5,-6373.77,350382.2,-6373.77,344088.43,350381.51,-6373.77,344007.73,"2e kamerlid",1921,"zh",1853,68,"Liberale Unie","liberal","19-09-1905","04-04-1921",1905,1921,16,212376.53731242,212426.358246854,1,1
"54","Carel Marius Storm van 's-Gravesande","Carel Marius Storm van 's-Gravesande","01316",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carel Marius Storm van 's-Gravesande","Storm van 's-Gravesande","C.M.","Carel Marius",NA,NA,"m","moderaat of gematigd liberaal;'pragmatisch' liberaal;conservatief-liberaal","1847-11-09","1879-09-14","1879","09","14",84846,159586,143749,168194,0,34675,0,545,17435,-980.18,539754.3,-980.18,538774.18,539754.3,-980.18,538774.18,"2e kamerlid",1880,"ov",1809,71,"moderaat of gematigd liberaal;'pragmatisch' liberaal;conservatief-liberaal","liberal","09-11-1847","14-09-1879",1847,1879,32,485577.467417939,485577.467417939,1,1
"55","Jan Willem van Loon","Jan Willem Loon","00841",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jan Willem Loon","Loon","J.W.","Jan Willem",NA,"van","m","antirevolutionair","1869-09-20","1876-03-06","1876","03","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Pieter Johannes Gesinus van Diggelen","Pieter Johannes Gesinus Diggelen","00314",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Pieter Johannes Gesinus Diggelen","Diggelen","P.J.G.","Pieter Johannes Gesinus",NA,"van","m","Liberale Unie","1886-11-08","1888-03-26","1888","03","26",143584.5,0,0,7003.67,0,419,0,4621.47,6100,-1845.82,161265.02,-1845.82,159419.2,161265.02,-1845.82,159419.2,"2e kamerlid",1907,"ov",1837,70,"Liberale Unie","liberal","08-11-1886","26-03-1888",1886,1888,2,153597.822261381,153597.822261381,0,0
"57","Rutger Jan Schimmelpenninck van Nijenhuis","Rutger Jan Schimmelpenninck van Nijenhuis","01202",1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Rutger Jan Schimmelpenninck van Nijenhuis","Schimmelpenninck van Nijenhuis","R.J.","Rutger Jan",NA,"graaf","m","conservatief","1857-09-22","1891-09-14","1891","09","14",332464,857,7426,9885,0,7136,0,1721,30165,-337143.62,389660.48,-337143.62,52516.85,389660.48,-337143.62,52516.85,"2e kamerlid, minister",1893,"zh",1821,72,"conservatief","conservatief","22-09-1857","14-09-1891",1857,1891,34,61787.7852645906,61787.7852645906,1,1
"58","Boelo Tijdens","Boelo Luitjen Tijdens","01385",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"Boelo Luitjen Tijdens","Tijdens","B.L.","Boelo Luitjen",NA,NA,"m","radikaal-liberaal (Tijdens)","1891-09-15","1901-09-16","1901","09","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Frederik van Bylandt","Willem Karel Frederik Pieter Bylandt","00245",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"Willem Karel Frederik Pieter Bylandt","Bylandt","W.K.F.P.","Willem Karel Frederik Pieter","Frederik","graaf van","m","antirevolutionair;Vrij-AR;CHP;CHU","1882-11-08","1916-01-26","1916","01","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Jan Duijs","Jan Eliza Wilhelm Duijs","00357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"Jan Eliza Wilhelm Duijs","Duijs","J.E.W.","Jan Eliza Wilhelm","Jan",NA,"m","SDAP;partijloos (ex-SDAP)","1909-09-21","1937-06-07","1937","06","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Eeltjo van Beresteyn","Eltjo Aldegondus Beresteyn","00090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"Eltjo Aldegondus Beresteyn","Beresteyn","E.A.","Eltjo Aldegondus",NA,"van","m","VDB;fractie-Van Beresteyn (ex-VDB);groep-Van Beresteyn/Teenstra (ex-VDB)","1916-06-28","1922-07-23","1922","07","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Isa�c Theodorus ter Bruggen Hugenholtz","Isa�c Theodorus Ter Bruggen Hugenholtz","00222",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Isaäc Theodorus Ter Bruggen Hugenholtz","Ter Bruggen Hugenholtz","I.Th.","Isaäc Theodorus",NA,NA,"m","Thorbeckiaan","1849-02-13","1865-01-31","1865","01","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Pieter Lodewijk de Lom de Berg","Pieter Lodewijk Lom de Berg","00839",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pieter Lodewijk Lom de Berg","Lom de Berg","P.L.","Pieter Lodewijk",NA,"de","m","conservatief (katholiek)","1849-02-13","1868-01-02","1868","01","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Jan Willem Gefken","Jan Willem Gefken","00440",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jan Willem Gefken","Gefken","J.W.","Jan Willem",NA,NA,"m","antirevolutionair","1868-02-25","1869-09-19","1869","09","19",11000,54681,27533,41772,5750,3232,5900,967,4915,-574.85,87757.76,-409.47,87348.29,87757.76,-409.47,87348.29,"2e kamerlid",1887,"zh",1807,80,"antirevolutionair","conservatief","25-02-1868","19-09-1869",1868,1869,1,92049.3883002866,92049.3883002866,0,0
"65","Herman Cornelis Verniers van der Loeff","Herman Cornelis Verniers van der Loeff","01424",0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Herman Cornelis Verniers van der Loeff","Verniers van der Loeff","H.C.","Herman Cornelis",NA,NA,"m","liberaal;oud- of vrije liberalen","1876-03-15","1891-01-21","1891","01","21",25000,216537,68898,11562,2135,87960,32409,0,14491,-1227.74,470788.33,-1227.74,234413.34,235394.17,-980.82,234413.34,"2e kamerlid, gedeputeerde",1891,"zh",1831,60,"liberaal;oud- of vrije liberalen","liberal","15-03-1876","21-01-1891",1876,1891,15,252181.169827519,252181.169827519,1,1
"66","Rutger Alexander Wilhelm Sluiter","Rutger Alexander Wilhelm Sluiter","01266",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Rutger Alexander Wilhelm Sluiter","Sluiter","R.A.W.","Rutger Alexander Wilhelm",NA,NA,"m","liberaal","1885-05-12","1886-05-17","1886","05","17",26000,10604,52189,84853,38118,25496,0,5666,7504,-532.43,252438.85,-532.43,251906.42,252480.85,-532.43,251948.42,"2e kamerlid",1898,"zh",1824,74,"liberaal","liberal","12-05-1885","17-05-1886",1885,1886,1,283125.533920289,283078.336670849,0,0
"67","Ferdinand Domela Nieuwenhuis","Ferdinand Domela Nieuwenhuis","00326",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Ferdinand Domela Nieuwenhuis","Domela Nieuwenhuis","F.","Ferdinand",NA,NA,"m","SDB","1888-05-01","1891-09-14","1891","09","14",18000,11725,0,39236,0,0,0,997,3889.5,-10306.62,73729.91,-10306.62,63423.29,73729.91,-10306.62,63423.29,"2e kamerlid",1919,"nh",1846,73,"SDB","socialist","01-05-1888","14-09-1891",1888,1891,3,38285.5167877796,38285.5167877796,0,0
"68","Adriaan Louis Poelman","Adriaan Louis Poelman","01042",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Adriaan Louis Poelman","Poelman","A.L.","Adriaan Louis",NA,NA,"m","vooruitstrevend liberaal","1891-09-15","1893-10-13","1893","10","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Theodore Matthieu Ketelaar","Theodore Matthieu Ketelaar","00689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Theodore Matthieu Ketelaar","Ketelaar","Th.M.","Theodore Matthieu","Theo",NA,"m","Radicale Bond;VDB","1897-09-21","1936-06-26","1936","06","26",0,0,0,0,0,0,0,0,4134.68,-4743.08,4134.68,-4743.08,-608.38,4134.7,-4743.08,-608.38,"2e kamerlid, gedeputeerde",1936,"nh",1864,72,"Radicale Bond;VDB","socialist","21-09-1897","26-06-1936",1897,1936,39,-510.619607596013,-510.619607596013,1,1
"70","Willem Helsdingen","Willem Pieter Gerardus Helsdingen","00557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Willem Pieter Gerardus Helsdingen","Helsdingen","W.P.G.","Willem Pieter Gerardus","Willem",NA,"m","SDAP","1901-09-17","1921-08-19","1921","08","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Frederik Willem Nicolaas Hugenholtz","Frederik Willem Nicolaas Hugenholtz","00615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Frederik Willem Nicolaas Hugenholtz","Hugenholtz","F.W.N.","Frederik Willem Nicolaas",NA,NA,"m","SDAP","1901-09-17","1924-05-13","1924","05","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Cornelis Johan Adriaan Bichon van IJsselmonde","Cornelis Johan Adriaan Bichon van IJsselmonde","00111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Cornelis Johan Adriaan Bichon van IJsselmonde","Bichon van IJsselmonde","C.J.A.","Cornelis Johan Adriaan",NA,NA,"m","onafhankelijk c.h.","1912-11-29","1918-09-16","1918","09","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Hendrik Coenraad Dresselhuijs","Hendrik Coenraad Dresselhuys","00341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"Hendrik Coenraad Dresselhuys","Dresselhuys","H.C.","Hendrik Coenraad",NA,NA,"m","Vrij-Liberalen;Vrijheidsbond","1916-12-14","1926-12-15","1926","12","15",552965.96,0,1942,106864.93,0,110454.75,3918,600,10035.3,-18557.26,376232.73,-14631.26,358551.47,375907.64,-15242.17,360665.47,"2e kamerlid",1926,"zh",1870,56,"Vrij-Liberalen;Vrijheidsbond","liberal","14-12-1916","15-12-1926",1916,1926,10,249473.551297232,248011.290195712,1,1
"74","Willem Hendrik Dullert","Willem Hendrik Dullert","00349",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Willem Hendrik Dullert","Dullert","W.H.","Willem Hendrik",NA,NA,"m","Thorbeckiaan;liberaal","1849-02-13","1881-02-23","1881","02","23",1068152.64,61355,383302,197774.34,0,146901,26010,13444,34129,-78588.21,1931055.16,-78588.21,1852546.1,1931055.16,-78509.06,1852546.1,"2e kamerlid",1881,"ge",1817,64,"Thorbeckiaan;liberaal","liberal","13-02-1849","23-02-1881",1849,1881,32,1574421.54021399,1574421.54021399,1,1
"75","Michel Henry Godefroi","Michel Henry Godefroi","00464",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Michel Henry Godefroi","Godefroi","M.H.","Michel Henry",NA,NA,"m","'pragmatisch' liberaal;liberaal","1849-02-13","1881-09-22","1881","09","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Charles Jean Fran�ois Mirandolle","Charles Jean Fran�ois Mirandolle","00930",0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Charles Jean François Mirandolle","Mirandolle","Ch.J.F.","Charles Jean François",NA,NA,"m","liberaal;Kappeynianen","1869-02-20","1884-06-20","1884","06","20",37000,0,108600,4824,437245,12843,3887,143,30000,-8933.13,584511.39,-8933.13,575578,585511.39,-8933.13,575578.26,"2e kamerlid",1884,"nh",1827,57,"liberaal;Kappeynianen","liberal","20-02-1869","20-06-1884",1869,1884,15,571428.941824727,571428.683699056,1,1
"77","Pierre Guillaume Jean van der Schrieck","Pierre Guillaume Jean Schrieck","01229",0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Pierre Guillaume Jean Schrieck","Schrieck","P.G.J.","Pierre Guillaume Jean",NA,"van der","m","conservatief (katholiek);Bahlmanniaan ('Centrum')","1876-02-22","1896-03-04","1896","03","04",0,8602,10229,12665,8320,1,2037,717,1266,-13173.1,43843.44,-13173.1,30670.34,43841.44,-13173.1,30668.34,"2e kamerlid",1896,"zh",1812,84,"conservatief (katholiek);Bahlmanniaan ('Centrum')","conservatief","22-02-1876","04-03-1896",1876,1896,20,35968.1287865974,35970.4744061377,1,1
"78","Willem Karel van Dedem","Willem Karel Dedem","00295",0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Willem Karel Dedem","Dedem","W.K.","Willem Karel",NA,"baron van","m","liberaal;Liberale Unie","1880-09-21","1891-08-21","1891","08","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Abraham van Laer","Abraham Laer","00776",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Abraham Laer","Laer","A.","Abraham",NA,"van","m","liberaal","1884-05-26","1884-10-10","1884","10","10",51162,3748,2427,53229,23300,5466,173299,815,6636,-156592.15,319781.89,-156592.15,163189.44,319781,-156592.15,163189.74,"2e kamerlid",1903,"zh",1840,63,"liberaal","liberal","26-05-1884","10-10-1884",1884,1884,0,163664.5257155,163664.224842678,0,0
"80","Leonard Frans Hubert Carl Ruland","Leonard Frans Hubert Carl Ruland","01143",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,"Leonard Frans Hubert Carl Ruland","Ruland","L.F.H.C.","Leonard Frans Hubert Carl",NA,NA,"m","Bahlmanniaan ('Centrum')","1886-03-04","1891-09-14","1891","09","14",108608,0,6030,62601,26362,0,61654,497,8076,-1685.33,275920.01,-1685.33,135972.63,137952.96,-1981.95,135971.01,"2e kamerlid",1903,"lb",1826,77,"Bahlmanniaan ('Centrum')","conservatief","04-03-1886","14-09-1891",1886,1891,5,136366.605294595,136368.230007838,0,0
"81","Meinard Tydeman ","Meinard Tydeman","01384",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,"Meinard Tydeman","Tydeman","M.","Meinard","Map",NA,"m","Liberale Unie;oud- of vrije liberalen;Vrij-Liberalen","1891-12-14","1916-11-03","1916","11","03",655647,67282,168886,424613,102056,279380,36709,7090,787330,-37306,1816417.775,37175.675,1241085.575,1243275.54,-2190,1241085.575,"2e kamerlid",1916,"nb",1854,62,"Liberale Unie;oud- of vrije liberalen;Vrij-Liberalen","liberal","14-12-1891","03-11-1916",1891,1916,25,949172.870195685,949172.870195685,1,1
"82","Henri van Kol","Henri Hubert Kol","00723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,"Henri Hubert Kol","Kol","H.H.","Henri Hubert","Henri","van","m","SDAP","1897-09-24","1909-09-20","1909","09","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Jan Schokking","Jan Schokking","01215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,"Jan Schokking","Schokking","J.","Jan","Jan",NA,"m","Friese CH;CHU","1901-11-19","1932-03-01","1932","03","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2e kamerlid, minister",1941,"zh",1864,77,"CHU","conservatief","19-11-1901","01-03-1932",1901,1932,31,NA,NA,0,0
"84","Geert van der Zwaag","Geert Lourens Zwaag","01604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,"Geert Lourens Zwaag","Zwaag","G.L.","Geert Lourens","Geert","van der","m","Vrije Socialist","1897-09-21","1909-09-20","1909","09","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Jean Baptiste Louis Corneille Charles de Wijkerslooth de Weerdesteyn","Jean Baptiste Louis Corneille Charles Wijkerslooth de Weerdesteyn","01580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,"Jean Baptiste Louis Corneille Charles Wijkerslooth de Weerdesteyn","Wijkerslooth de Weerdesteyn","J.B.L.C.Ch.","Jean Baptiste Louis Corneille Charles",NA,"baron de","m","Algemeene Bond (RKSP)","1910-02-15","1921-09-13","1921","09","13",443090,0,111,6866,58111,91871,1389,0,24189,-38356.61,535593.44,-26109.01,509484.43,541717.36,-32232.81,509484.55,"2e kamerlid",1936,"zh",1873,63,"Algemeene Bond (RKSP)","conservatief","15-02-1910","13-09-1921",1910,1921,11,427615.636604147,427615.53588691,0,0
"86","Maximilien Joseph Caspar Marie Kolkman","Maximilien Joseph Caspar Marie Kolkman","00727",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"Maximilien Joseph Caspar Marie Kolkman","Kolkman","M.J.C.M.","Maximilien Joseph Caspar Marie",NA,NA,"m","Schaepmaniaan;Rooms-Katholieken;Algemeene Bond (RKSP)","1884-05-06","1924-02-18","1924","02","18",0,3369,157,8068,78377,35969,0,725,7406,-170467.27,135575.17,-170467.27,-34892.1,135575.17,-170467.27,-34892.1,"2e kamerlid, minister, gedeputeerde",1924,"zh",1853,71,"Algemeene Bond (RKSP)","conservatief","06-05-1884","18-02-1924",1884,1924,40,-23658.3483695424,-23658.3483695424,1,1
"87","Willem Hendrik de Buisonj�","Willem Hendrik Buisonj�","00236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Willem Hendrik Buisonjé","Buisonjé","W.H.","Willem Hendrik",NA,"de","m","Economische Bond;Neutrale fractie;Vrijheidsbond","1918-09-17","1921-06-03","1921","06","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Dani�l van Eck","Dani�l Eck","00368",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Daniël Eck","Eck","D.","Daniël",NA,"van","m","Thorbeckiaan;liberaal","1849-02-13","1884-10-10","1884","10","10",36000,0,125073.82,12240,181400,104226.61,5000,1710,10738,-4881.65,479476,-4859.4,236766,239738.02,-2972.35,236765.67,"2e kamerlid",1895,"zh",1817,78,"Thorbeckiaan;liberaal","liberal","13-02-1849","10-10-1884",1849,1884,35,291161.559798894,291161.965614968,0,0
"89","Fran�ois Willem Cornelis Blom","Fran�ois Willem Cornelis Blom","00130",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"François Willem Cornelis Blom","Blom","F.W.C.","François Willem Cornelis",NA,NA,"m","Puttianen;liberaal","1862-04-24","1876-02-09","1876","02","09",41239,46868.9,39013.46,63274.65,0,31433,4150,0,8900,-85100.36,234790.69,-85100.36,149690.53,234770,-85100,149670,"2e kamerlid",1877,"zh",1809,68,"Puttianen;liberaal","liberal","24-04-1862","09-02-1876",1862,1876,14,121519.650941658,121536.31960227,1,1
"90","Sybrand Hingst","Sybrand Hingst","00583",0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Sybrand Hingst","Hingst","S.","Sybrand",NA,NA,"m","liberaal;Kappeynianen","1866-11-19","1886-05-17","1886","05","17",591692.97,174452,87702,237965.5,8312,31598,0,5150,29457,-10548,1166335.96,-10548,1155787.6,1166355.96,-11017.21,1155338.75,"2e kamerlid",1906,"zh",1824,82,"liberaal;Kappeynianen","liberal","19-11-1866","17-05-1886",1866,1886,20,1178598.66815085,1179056.55464708,0,0
"91","Jan Heemskerk Azn.","Jan Heemskerk","00537",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jan Heemskerk","Heemskerk","J.","Jan","Jan",NA,"m","'pragmatisch' liberaal;conservatief","1860-04-24","1873-09-14","1873","09","14",25250,149411,304902,188002.5,103859,52648,45055,3978,12110,-262181.85,884255,-262182,537428.25,551843.87,-13962.8,537881.07,"2e kamerlid, minister",1897,"zh",1818,79,"conservatief","conservatief","24-04-1860","20-04-1888",1860,1888,28,623456.005372273,622931.143345891,0,0
"92","�neas Mackay ","�neas Mackay","00862",0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,"Æneas Mackay","Mackay","Æ.","Æneas",NA,"baron","m","antirevolutionair;onafhankelijk a.r.","1876-05-02","1905-09-18","1905","09","18",123989,409,19970,14986,18347,43403,16316,2014,3754,-1896.75,244163.65,-1896.75,242371.93,244153.58,-1896.75,242256.87,"2e kamerlid, minister",1909,"zh",1838,71,"ARP","conservatief","02-05-1876","18-09-1905",1876,1905,29,246824.843130014,246942.07269073,0,1
"93","Johannes Hendricus Donner","Johannes Hendricus Donner","00334",0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,"Johannes Hendricus Donner","Donner","J.H.","Johannes Hendricus",NA,NA,"m","antirevolutionair;ARP","1880-02-20","1901-09-16","1901","09","16",24550,0,4066,16631.85,5040,0,0,42.5,1572,-3659.89,30836.19,-955.89,29614.65,32540.54,-2905.89,29614.65,"2e kamerlid",1903,"zh",1824,79,"antirevolutionair;ARP","conservatief","20-02-1880","16-09-1901",1880,1901,21,29700.8111323699,29700.8111323699,1,1
